Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Affects_Academic_Performance_Numeric,Addiction_Level,Cluster,Region
234,21,Male,Graduate,Italy,5.7,TikTok,Yes,6.5,5,In Relationship,3,8,1,High,1,Europe
235,20,Female,Undergraduate,South Korea,5.0,KakaoTalk,Yes,6.8,6,Single,3,6,1,Medium,2,Asia
236,22,Male,Graduate,Russia,4.5,VKontakte,No,7.4,7,In Relationship,2,5,0,Medium,0,Europe
237,19,Female,Undergraduate,USA,6.8,Instagram,Yes,5.9,4,Single,4,9,1,High,1,North America
238,21,Male,Graduate,UK,5.6,Facebook,Yes,6.6,6,In Relationship,3,7,1,Medium,2,Europe
239,20,Female,Undergraduate,Australia,4.6,Instagram,No,7.3,7,Single,2,5,0,Medium,0,Oceania
240,22,Male,Graduate,Germany,4.1,Facebook,No,7.7,8,In Relationship,2,4,0,Medium,0,Europe
241,19,Female,Undergraduate,Japan,3.7,LINE,No,7.8,8,Single,1,3,0,Low,0,Asia
242,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,1,Medium,2,Europe
243,20,Female,Undergraduate,South Korea,5.1,KakaoTalk,Yes,6.6,6,In Relationship,3,6,1,Medium,2,Asia
244,22,Male,Graduate,Russia,4.7,VKontakte,No,7.3,7,Single,2,5,0,Medium,0,Europe
245,19,Female,Undergraduate,USA,6.9,TikTok,Yes,5.7,4,In Relationship,4,9,1,High,1,North America
246,21,Male,Graduate,UK,5.7,Instagram,Yes,6.4,6,Single,3,7,1,Medium,2,Europe
247,20,Female,Undergraduate,Australia,4.8,Facebook,No,7.2,7,In Relationship,2,5,0,Medium,0,Oceania
248,22,Male,Graduate,Germany,3.9,Instagram,No,7.8,8,Single,1,4,0,Medium,0,Europe
249,19,Female,Undergraduate,Japan,3.6,LINE,No,8.1,8,Single,1,3,0,Low,0,Asia
250,21,Male,Graduate,Italy,5.6,TikTok,Yes,6.6,5,In Relationship,3,8,1,High,2,Europe
251,20,Female,Undergraduate,South Korea,4.9,KakaoTalk,Yes,6.9,6,Single,3,6,1,Medium,2,Asia
252,22,Male,Graduate,Russia,4.6,VKontakte,No,7.5,7,In Relationship,2,5,0,Medium,0,Europe
253,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.8,4,Single,4,9,1,High,1,North America
254,21,Male,Graduate,UK,5.4,Facebook,Yes,6.5,6,In Relationship,3,7,1,Medium,2,Europe
255,20,Female,Undergraduate,Australia,4.4,Instagram,No,7.4,7,Single,2,5,0,Medium,0,Oceania
256,22,Male,Graduate,Germany,4.0,Facebook,No,7.6,8,In Relationship,2,4,0,Medium,0,Europe
257,19,Female,Undergraduate,Japan,3.4,LINE,No,8.2,8,Single,1,3,0,Low,0,Asia
258,21,Male,Graduate,Italy,5.3,Instagram,Yes,6.8,5,Single,3,7,1,Medium,2,Europe
259,20,Female,Undergraduate,South Korea,5.0,KakaoTalk,Yes,6.7,6,In Relationship,3,6,1,Medium,2,Asia
260,22,Male,Graduate,Russia,4.4,VKontakte,No,7.6,7,Single,2,5,0,Medium,0,Europe
261,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.6,4,In Relationship,4,9,1,High,1,North America
262,21,Male,Graduate,UK,5.3,Instagram,Yes,6.3,6,Single,3,7,1,Medium,2,Europe
263,20,Female,Undergraduate,Australia,4.3,Facebook,No,7.5,7,In Relationship,2,5,0,Medium,0,Oceania
264,22,Male,Graduate,Germany,3.8,Instagram,No,7.7,8,Single,1,4,0,Medium,0,Europe
265,19,Female,Undergraduate,Japan,3.3,LINE,No,8.3,8,Single,1,3,0,Low,0,Asia
266,21,Male,Graduate,Italy,5.2,TikTok,Yes,6.9,5,In Relationship,3,8,1,High,2,Europe
267,20,Female,Undergraduate,South Korea,4.8,KakaoTalk,Yes,7.0,6,Single,3,6,1,Medium,2,Asia
268,22,Male,Graduate,Russia,4.3,VKontakte,No,7.7,7,In Relationship,2,5,0,Medium,0,Europe
269,19,Female,Undergraduate,USA,6.4,Instagram,Yes,5.7,4,Single,4,9,1,High,1,North America
270,21,Male,Graduate,UK,5.2,Facebook,Yes,6.4,6,In Relationship,3,7,1,Medium,2,Europe
271,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.3,7,Single,2,5,0,Medium,0,Oceania
272,22,Male,Graduate,Germany,3.7,Facebook,No,7.8,8,In Relationship,1,4,0,Medium,0,Europe
273,19,Female,Undergraduate,Japan,3.2,LINE,No,8.4,8,Single,1,3,0,Low,0,Asia
274,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,1,Medium,2,Europe
275,20,Female,Undergraduate,South Korea,4.7,KakaoTalk,Yes,7.1,6,In Relationship,3,6,1,Medium,2,Asia
276,22,Male,Graduate,Russia,4.2,VKontakte,No,7.8,7,Single,2,5,0,Medium,0,Europe
277,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.5,4,In Relationship,4,9,1,High,1,North America
278,21,Male,Graduate,UK,5.1,Instagram,Yes,6.5,6,Single,3,7,1,Medium,2,Europe
279,20,Female,Undergraduate,Australia,4.4,Facebook,No,7.4,7,In Relationship,2,5,0,Medium,0,Oceania
280,22,Male,Graduate,Germany,3.6,Instagram,No,7.9,8,Single,1,4,0,Medium,0,Europe
281,19,Female,Undergraduate,Japan,3.1,LINE,No,8.5,8,Single,1,3,0,Low,0,Asia
282,21,Male,Graduate,Italy,5.3,TikTok,Yes,6.8,5,In Relationship,3,8,1,High,2,Europe
283,20,Female,Undergraduate,South Korea,4.6,KakaoTalk,Yes,7.2,6,Single,3,6,1,Medium,2,Asia
284,22,Male,Graduate,Russia,4.1,VKontakte,No,7.9,7,In Relationship,2,5,0,Medium,0,Europe
285,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.4,4,Single,4,9,1,High,1,North America
286,21,Male,Graduate,UK,5.0,Facebook,Yes,6.6,6,In Relationship,3,7,1,Medium,2,Europe
287,20,Female,Undergraduate,Australia,4.3,Instagram,No,7.5,7,Single,2,5,0,Medium,0,Oceania
288,22,Male,Graduate,Germany,3.5,Facebook,No,8.0,8,In Relationship,1,4,0,Medium,0,Europe
289,19,Female,Undergraduate,Japan,3.0,LINE,No,8.6,8,Single,1,3,0,Low,0,Asia
290,21,Male,Graduate,Italy,5.2,Instagram,Yes,6.9,5,Single,3,7,1,Medium,2,Europe
291,20,Female,Undergraduate,South Korea,4.5,KakaoTalk,Yes,7.3,6,In Relationship,3,6,1,Medium,2,Asia
292,22,Male,Graduate,Russia,4.0,VKontakte,No,8.0,7,Single,2,5,0,Medium,0,Europe
293,19,Female,Undergraduate,USA,6.8,TikTok,Yes,5.3,4,In Relationship,4,9,1,High,1,North America
294,21,Male,Graduate,UK,4.9,Instagram,Yes,6.7,6,Single,3,7,1,Medium,2,Europe
295,20,Female,Undergraduate,Australia,4.2,Facebook,No,7.6,7,In Relationship,2,5,0,Medium,0,Oceania
296,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4,0,Medium,0,Europe
297,19,Female,Undergraduate,Japan,2.9,LINE,No,8.7,8,Single,1,3,0,Low,0,Asia
298,21,Male,Graduate,Italy,5.1,TikTok,Yes,7.0,5,In Relationship,3,8,1,High,2,Europe
299,20,Female,Undergraduate,South Korea,4.4,KakaoTalk,Yes,7.4,6,Single,3,6,1,Medium,2,Asia
300,22,Male,Graduate,Russia,3.9,VKontakte,No,8.1,7,In Relationship,2,5,0,Medium,0,Europe
301,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.2,4,Single,4,9,1,High,1,North America
302,21,Male,Graduate,UK,4.8,Facebook,Yes,6.8,6,In Relationship,3,7,1,Medium,2,Europe
303,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Single,2,5,0,Medium,0,Oceania
304,22,Male,Graduate,Germany,3.3,Facebook,No,8.2,8,In Relationship,1,4,0,Medium,0,Europe
305,19,Female,Undergraduate,Japan,2.8,LINE,No,8.8,8,Single,1,3,0,Low,0,Asia
306,21,Male,Graduate,Italy,5.0,Instagram,Yes,7.1,5,Single,3,7,1,Medium,2,Europe
307,20,Female,Undergraduate,South Korea,4.3,KakaoTalk,Yes,7.5,6,In Relationship,3,6,1,Medium,2,Asia
308,22,Male,Graduate,Russia,3.8,VKontakte,No,8.2,7,Single,2,5,0,Medium,0,Europe
309,19,Female,Undergraduate,USA,7.0,TikTok,Yes,5.1,4,In Relationship,4,9,1,High,1,North America
310,21,Male,Graduate,UK,4.7,Instagram,Yes,6.9,6,Single,3,7,1,Medium,2,Europe
311,20,Female,Undergraduate,Australia,4.0,Facebook,No,7.8,7,In Relationship,2,5,0,Medium,0,Oceania
312,22,Male,Graduate,Germany,3.2,Instagram,No,8.3,8,Single,1,4,0,Medium,0,Europe
313,19,Female,Undergraduate,Japan,2.7,LINE,No,8.9,8,Single,1,3,0,Low,0,Asia
314,21,Male,Graduate,Italy,4.9,TikTok,Yes,7.2,5,In Relationship,3,8,1,High,2,Europe
315,20,Female,Undergraduate,South Korea,4.2,KakaoTalk,Yes,7.6,6,Single,3,6,1,Medium,2,Asia
316,22,Male,Graduate,Russia,3.7,VKontakte,No,8.3,7,In Relationship,2,5,0,Medium,0,Europe
317,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.0,4,Single,4,9,1,High,1,North America
318,21,Male,Graduate,UK,4.6,Facebook,Yes,7.0,6,In Relationship,3,7,1,Medium,2,Europe
319,20,Female,Undergraduate,Australia,3.9,Instagram,No,7.9,7,Single,2,5,0,Medium,0,Oceania
320,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,In Relationship,1,4,0,Medium,0,Europe
321,19,Female,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6,Single,3,7,1,Medium,2,Europe
322,21,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8,In Relationship,2,4,0,Medium,0,Europe
323,20,Female,Undergraduate,Ireland,5.0,Instagram,Yes,7.0,7,Single,3,6,1,Medium,2,Europe
324,22,Male,Graduate,India,5.8,WhatsApp,Yes,6.5,5,In Relationship,4,8,1,High,1,Asia
325,19,Female,Undergraduate,Switzerland,4.0,Instagram,No,7.9,8,Single,2,4,0,Medium,0,Europe
326,21,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6,Single,3,7,1,Medium,2,Asia
327,20,Female,Undergraduate,USA,6.8,TikTok,Yes,5.5,5,In Relationship,4,9,1,High,1,North America
328,22,Male,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,6,Single,3,7,1,Medium,2,North America
329,19,Female,Undergraduate,France,4.5,Instagram,No,7.5,7,In Relationship,2,5,0,Medium,0,Europe
330,21,Male,Graduate,Canada,5.3,Instagram,Yes,6.9,6,Single,3,7,1,Medium,2,North America
331,20,Female,Undergraduate,Spain,5.1,TikTok,Yes,6.7,6,Single,3,7,1,Medium,2,Europe
332,22,Male,Graduate,Denmark,3.9,Facebook,No,7.9,8,In Relationship,2,4,0,Medium,0,Europe
333,19,Female,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,7,Single,3,6,1,Medium,2,Europe
334,21,Male,Graduate,India,5.9,WhatsApp,Yes,6.4,5,In Relationship,4,8,1,High,1,Asia
335,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8.0,8,Single,2,4,0,Medium,0,Europe
336,22,Male,Graduate,Turkey,5.4,TikTok,Yes,6.8,6,Single,3,7,1,Medium,2,Asia
337,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.4,5,In Relationship,4,9,1,High,1,North America
338,21,Male,Graduate,Mexico,5.7,WhatsApp,Yes,6.5,6,Single,3,7,1,Medium,2,North America
339,20,Female,Undergraduate,France,4.4,Instagram,No,7.6,7,In Relationship,2,5,0,Medium,0,Europe
340,22,Male,Graduate,Canada,5.2,TikTok,Yes,7.0,6,Single,3,7,1,Medium,2,North America
341,19,Female,Undergraduate,Spain,5.0,Instagram,Yes,6.9,6,Single,3,7,1,Medium,2,Europe
342,21,Male,Graduate,Denmark,3.8,Facebook,No,8.0,8,In Relationship,2,4,0,Medium,0,Europe
343,20,Female,Undergraduate,Ireland,4.7,TikTok,Yes,7.2,7,Single,3,6,1,Medium,0,Europe
344,22,Male,Graduate,India,6.0,WhatsApp,Yes,6.3,5,In Relationship,4,8,1,High,1,Asia
345,19,Female,Undergraduate,Switzerland,3.7,Instagram,No,8.1,8,Single,2,4,0,Medium,0,Europe
346,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3,7,1,Medium,2,Asia
347,20,Female,Undergraduate,USA,7.0,TikTok,Yes,5.3,5,In Relationship,4,9,1,High,1,North America
348,22,Male,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6,Single,3,7,1,Medium,2,North America
349,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2,5,0,Medium,0,Europe
350,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,1,Medium,2,North America
351,20,Female,Undergraduate,Spain,4.9,TikTok,Yes,7.0,6,Single,3,7,1,Medium,2,Europe
352,22,Male,Graduate,Denmark,3.7,Facebook,No,8.1,8,In Relationship,2,4,0,Medium,0,Europe
353,19,Female,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,7,Single,3,6,1,Medium,0,Europe
354,21,Male,Graduate,India,6.1,WhatsApp,Yes,6.2,5,In Relationship,4,8,1,High,1,Asia
355,20,Female,Undergraduate,Switzerland,3.6,Instagram,No,8.2,8,Single,2,4,0,Medium,0,Europe
356,22,Male,Graduate,Turkey,5.2,TikTok,Yes,7.0,6,Single,3,7,1,Medium,2,Asia
357,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.2,5,In Relationship,4,9,1,High,1,North America
358,21,Male,Graduate,Mexico,5.9,WhatsApp,Yes,6.3,6,Single,3,7,1,Medium,2,North America
359,20,Female,Undergraduate,France,4.2,Instagram,No,7.8,7,In Relationship,2,5,0,Medium,0,Europe
360,22,Male,Graduate,Canada,5.0,TikTok,Yes,7.2,6,Single,3,7,1,Medium,2,North America
361,19,Female,Undergraduate,Spain,4.8,Instagram,Yes,7.1,6,Single,3,7,1,Medium,2,Europe
362,21,Male,Graduate,Denmark,3.6,Facebook,No,8.2,8,In Relationship,2,4,0,Medium,0,Europe
363,20,Female,Undergraduate,Ireland,4.5,TikTok,Yes,7.4,7,Single,3,6,1,Medium,0,Europe
364,22,Male,Graduate,India,6.2,WhatsApp,Yes,6.1,5,In Relationship,4,8,1,High,1,Asia
365,19,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8,Single,2,4,0,Medium,0,Europe
366,21,Male,Graduate,Turkey,5.1,Instagram,Yes,7.1,6,Single,3,7,1,Medium,2,Asia
367,20,Female,Undergraduate,USA,7.2,TikTok,Yes,5.1,5,In Relationship,4,9,1,High,1,North America
368,22,Male,Graduate,Mexico,6.0,WhatsApp,Yes,6.2,6,Single,3,7,1,Medium,2,North America
369,19,Female,Undergraduate,France,4.1,Instagram,No,7.9,7,In Relationship,2,5,0,Medium,0,Europe
370,21,Male,Graduate,Canada,4.9,Instagram,Yes,7.3,6,Single,3,7,1,Medium,2,North America
371,20,Female,Undergraduate,Spain,4.7,TikTok,Yes,7.2,6,Single,3,7,1,Medium,2,Europe
372,22,Male,Graduate,Denmark,3.5,Facebook,No,8.3,8,In Relationship,2,4,0,Medium,0,Europe
373,19,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7,Single,3,6,1,Medium,0,Europe
374,21,Male,Graduate,India,6.3,WhatsApp,Yes,6.0,5,In Relationship,4,8,1,High,1,Asia
375,20,Female,Undergraduate,Switzerland,3.4,Instagram,No,8.4,8,Single,2,4,0,Medium,0,Europe
376,22,Male,Graduate,Turkey,5.0,TikTok,Yes,7.2,6,Single,3,7,1,Medium,2,Asia
377,19,Female,Undergraduate,USA,7.3,Instagram,Yes,5.0,5,In Relationship,4,9,1,High,1,North America
378,21,Male,Graduate,Mexico,6.1,WhatsApp,Yes,6.1,6,Single,3,7,1,Medium,2,North America
379,20,Female,Undergraduate,France,4.0,Instagram,No,8.0,7,In Relationship,2,5,0,Medium,0,Europe
380,22,Male,Graduate,Canada,4.8,TikTok,Yes,7.4,6,Single,3,7,1,Medium,2,North America
381,19,Female,Undergraduate,Spain,4.6,Instagram,Yes,7.3,6,Single,3,7,1,Medium,2,Europe
382,21,Male,Graduate,Denmark,3.4,Facebook,No,8.4,8,In Relationship,2,4,0,Medium,0,Europe
383,20,Female,Undergraduate,Ireland,4.3,TikTok,Yes,7.6,7,Single,3,6,1,Medium,0,Europe
384,22,Male,Graduate,India,6.4,WhatsApp,Yes,5.9,5,In Relationship,4,8,1,High,1,Asia
385,19,Female,Undergraduate,Switzerland,3.3,Instagram,No,8.5,8,Single,2,4,0,Medium,0,Europe
386,21,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6,Single,3,7,1,Medium,2,Asia
387,20,Female,Undergraduate,USA,7.4,TikTok,Yes,4.9,5,In Relationship,4,9,1,High,1,North America
388,22,Male,Graduate,Mexico,6.2,WhatsApp,Yes,6.0,6,Single,3,7,1,Medium,2,North America
389,19,Female,Undergraduate,France,3.9,Instagram,No,8.1,7,In Relationship,2,5,0,Medium,0,Europe
390,21,Male,Graduate,Canada,4.7,Instagram,Yes,7.5,6,Single,3,7,1,Medium,2,North America
391,20,Female,Undergraduate,Spain,4.5,TikTok,Yes,7.4,6,Single,3,7,1,Medium,2,Europe
392,22,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8,In Relationship,2,4,0,Medium,0,Europe
393,19,Female,Undergraduate,Ireland,4.2,Instagram,Yes,7.7,7,Single,3,6,1,Medium,0,Europe
394,21,Male,Graduate,India,6.5,WhatsApp,Yes,5.8,5,In Relationship,4,8,1,High,1,Asia
395,20,Female,Undergraduate,Switzerland,3.2,Instagram,No,8.6,8,Single,2,4,0,Medium,0,Europe
396,22,Male,Graduate,Turkey,4.8,TikTok,Yes,7.4,6,Single,3,7,1,Medium,2,Asia
397,19,Female,Undergraduate,USA,7.5,Instagram,Yes,4.8,5,In Relationship,4,9,1,High,1,North America
398,21,Male,Graduate,Mexico,6.3,WhatsApp,Yes,5.9,6,Single,3,7,1,Medium,1,North America
399,20,Female,Undergraduate,France,3.8,Instagram,No,8.2,7,In Relationship,2,5,0,Medium,0,Europe
400,22,Male,Graduate,Canada,4.6,TikTok,Yes,7.6,6,Single,3,7,1,Medium,2,North America
401,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,7,1,Medium,2,Europe
402,21,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8,In Relationship,2,4,0,Medium,0,Europe
403,20,Female,Undergraduate,Ireland,4.1,TikTok,Yes,7.8,7,Single,3,6,1,Medium,0,Europe
404,22,Male,Graduate,India,6.6,WhatsApp,Yes,5.7,5,In Relationship,4,8,1,High,1,Asia
405,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Single,2,4,0,Medium,0,Europe
406,21,Male,Graduate,Turkey,4.7,Instagram,Yes,7.5,6,Single,3,7,1,Medium,2,Asia
407,20,Female,Undergraduate,USA,7.6,TikTok,Yes,4.7,5,In Relationship,4,9,1,High,1,North America
408,22,Male,Graduate,Mexico,6.4,WhatsApp,Yes,5.8,6,Single,3,7,1,Medium,1,North America
409,19,Female,Undergraduate,France,3.7,Instagram,No,8.3,7,In Relationship,2,5,0,Medium,0,Europe
410,21,Male,Graduate,Canada,4.5,Instagram,Yes,7.7,6,Single,3,7,1,Medium,2,North America
411,20,Female,Undergraduate,Spain,4.3,TikTok,Yes,7.6,6,Single,3,7,1,Medium,2,Europe
412,22,Male,Graduate,Denmark,3.1,Facebook,No,8.7,8,In Relationship,2,4,0,Medium,0,Europe
413,19,Female,Undergraduate,Ireland,4.0,Instagram,Yes,7.9,7,Single,3,6,1,Medium,0,Europe
414,21,Male,Graduate,India,6.7,WhatsApp,Yes,5.6,5,In Relationship,4,8,1,High,1,Asia
415,20,Female,Undergraduate,Switzerland,3.0,Instagram,No,8.8,8,Single,2,4,0,Medium,0,Europe
416,22,Male,Graduate,Turkey,4.6,TikTok,Yes,7.6,6,Single,3,7,1,Medium,2,Asia
417,19,Female,Undergraduate,USA,7.7,Instagram,Yes,4.6,5,In Relationship,4,9,1,High,1,North America
418,21,Male,Graduate,Mexico,6.5,WhatsApp,Yes,5.7,6,Single,3,7,1,Medium,1,North America
419,20,Female,Undergraduate,France,3.6,Instagram,No,8.4,7,In Relationship,2,5,0,Medium,0,Europe
420,22,Male,Graduate,Canada,4.4,TikTok,Yes,7.8,6,Single,3,7,1,Medium,2,North America
421,19,Female,Undergraduate,Spain,4.2,Instagram,Yes,7.7,6,Single,3,7,1,Medium,2,Europe
422,21,Male,Graduate,Denmark,3.0,Facebook,No,8.8,8,In Relationship,2,4,0,Medium,0,Europe
423,20,Female,Undergraduate,Ireland,3.9,TikTok,Yes,8.0,7,Single,3,6,1,Medium,0,Europe
424,22,Male,Graduate,India,6.8,WhatsApp,Yes,5.5,5,In Relationship,4,8,1,High,1,Asia
425,19,Female,Undergraduate,Switzerland,2.9,Instagram,No,8.9,8,Single,2,4,0,Medium,0,Europe
426,21,Male,Graduate,Turkey,4.5,Instagram,Yes,7.7,6,Single,3,7,1,Medium,2,Asia
427,20,Female,Undergraduate,USA,7.8,TikTok,Yes,4.5,5,In Relationship,4,9,1,High,1,North America
428,22,Male,Graduate,Mexico,6.6,WhatsApp,Yes,5.6,6,Single,3,7,1,Medium,1,North America
429,19,Female,Undergraduate,France,3.5,Instagram,No,8.5,7,In Relationship,2,5,0,Medium,0,Europe
430,21,Male,Graduate,Canada,4.3,Instagram,Yes,7.9,6,Single,3,7,1,Medium,2,North America
431,20,Female,Undergraduate,Spain,4.1,TikTok,Yes,7.8,6,Single,3,7,1,Medium,2,Europe
432,22,Male,Graduate,Denmark,2.9,Facebook,No,8.9,8,In Relationship,2,4,0,Medium,0,Europe
433,19,Female,Undergraduate,Ireland,3.8,Instagram,Yes,8.1,7,Single,3,6,1,Medium,0,Europe
434,21,Male,Graduate,India,6.9,WhatsApp,Yes,5.4,5,In Relationship,4,8,1,High,1,Asia
435,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9.0,8,Single,2,4,0,Medium,0,Europe
436,22,Male,Graduate,Turkey,4.4,TikTok,Yes,7.8,6,Single,3,7,1,Medium,2,Asia
437,19,Female,Undergraduate,USA,7.9,Instagram,Yes,4.4,5,In Relationship,4,9,1,High,1,North America
438,21,Male,Graduate,Mexico,6.7,WhatsApp,Yes,5.5,6,Single,3,7,1,Medium,1,North America
439,20,Female,Undergraduate,France,3.4,Instagram,No,8.6,7,In Relationship,2,5,0,Medium,0,Europe
440,22,Male,Graduate,Canada,4.2,TikTok,Yes,8.0,6,Single,3,7,1,Medium,2,North America
441,19,Female,Undergraduate,Spain,4.0,Instagram,Yes,7.9,6,Single,3,7,1,Medium,2,Europe
442,21,Male,Graduate,Denmark,2.8,Facebook,No,9.0,8,In Relationship,2,4,0,Medium,0,Europe
443,20,Female,Undergraduate,Ireland,3.7,TikTok,Yes,8.2,7,Single,3,6,1,Medium,0,Europe
444,22,Male,Graduate,India,7.0,WhatsApp,Yes,5.3,5,In Relationship,4,8,1,High,1,Asia
445,19,Female,Undergraduate,Switzerland,2.7,Instagram,No,9.1,8,Single,2,4,0,Medium,0,Europe
446,21,Male,Graduate,Turkey,4.3,Instagram,Yes,7.9,6,Single,3,7,1,Medium,2,Asia
447,20,Female,Undergraduate,USA,8.0,TikTok,Yes,4.3,5,In Relationship,4,9,1,High,1,North America
448,22,Male,Graduate,Mexico,6.8,WhatsApp,Yes,5.4,6,Single,3,7,1,Medium,1,North America
449,19,Female,Undergraduate,France,3.3,Instagram,No,8.7,7,In Relationship,2,5,0,Medium,0,Europe
450,21,Male,Graduate,Canada,4.1,Instagram,Yes,8.1,6,Single,3,7,1,Medium,2,North America
451,20,Female,Undergraduate,Spain,3.9,TikTok,Yes,8.0,6,Single,3,7,1,Medium,2,Europe
452,22,Male,Graduate,Denmark,2.7,Facebook,No,9.1,8,In Relationship,2,4,0,Medium,0,Europe
453,19,Female,Undergraduate,Ireland,3.6,Instagram,Yes,8.3,7,Single,3,6,1,Medium,0,Europe
454,21,Male,Graduate,India,7.1,WhatsApp,Yes,5.2,5,In Relationship,4,8,1,High,1,Asia
455,20,Female,Undergraduate,Switzerland,2.6,Instagram,No,9.2,8,Single,2,4,0,Medium,0,Europe
456,22,Male,Graduate,Turkey,4.2,TikTok,Yes,8.0,6,Single,3,7,1,Medium,2,Asia
457,19,Female,Undergraduate,USA,8.1,Instagram,Yes,4.2,5,In Relationship,4,9,1,High,1,North America
458,21,Male,Graduate,Mexico,6.9,WhatsApp,Yes,5.3,6,Single,3,7,1,Medium,1,North America
459,20,Female,Undergraduate,France,3.2,Instagram,No,8.8,7,In Relationship,2,5,0,Medium,0,Europe
460,22,Male,Graduate,Canada,4.0,TikTok,Yes,8.2,6,Single,3,7,1,Medium,2,North America
461,19,Female,Undergraduate,Spain,3.8,Instagram,Yes,8.1,6,Single,3,7,1,Medium,2,Europe
462,21,Male,Graduate,Denmark,2.6,Facebook,No,9.2,8,In Relationship,2,4,0,Medium,0,Europe
463,20,Female,Undergraduate,Ireland,3.5,TikTok,Yes,8.4,7,Single,3,6,1,Medium,0,Europe
464,22,Male,Graduate,India,7.2,WhatsApp,Yes,5.1,5,In Relationship,4,8,1,High,1,Asia
465,19,Female,Undergraduate,Switzerland,2.5,Instagram,No,9.3,8,Single,2,4,0,Medium,0,Europe
466,21,Male,Graduate,Turkey,4.1,Instagram,Yes,8.1,6,Single,3,7,1,Medium,2,Asia
467,20,Female,Undergraduate,USA,8.2,TikTok,Yes,4.1,5,In Relationship,4,9,1,High,1,North America
